gene,entrez_id,chromosome,
ZNF333,84449,19,
NLRP1,22861,17,
TRERF1,55809,6,
LINC00506,100846978,3,
CMKLR1,1240,12,
TNFRSF17,608,16,
CCT8,10694,21,
HENMT1,113802,1,
AK2,204,1,
BRIX1,55299,5,
DOHH,83475,19,
CHRNA4,1137,20,
NEU2,4759,2,
PLA2G2E,30814,1,
CPSF1,29894,8,
HSPBAP1,79663,3,
ZNF839,55778,14,
CCDC8,83987,19,
LINC00837,100507605,10,
SLC25A44,9673,1,
PAM,5066,5,
CLEC9A,283420,12,
HTR7P1,93164,12,
C2orf69,205327,2,
OR2A12,346525,7,
TMEM106B,54664,7,
CAMLG,819,5,
ATP6V1E2,90423,2,
OR2T27,403239,1,
PRG4,10216,1,
CCL26,10344,7,
YWHAB,7529,20,
ATP6V0A4,50617,7,
ZNF449,203523,X,
PLAGL1,5325,6,
TEX38,374973,1,
AP1S1,1174,7,
CLDN4,1364,7,
GPC4,2239,X,
RPGR,6103,X,
LYG1,129530,2,
FGFR3,2261,4,
CAMK2B,816,7,
SCG5,6447,15,
SLX4,84464,16,
ASPM,259266,1,
CALHM2,51063,10,
PANK4,55229,1,
IFT57,55081,3,
NUP35,129401,2,
SLC24A3,57419,20,
SCN7A,6332,2,
PHACTR3,116154,20,
TET1,80312,10,
INTS6,26512,13,
GDF9,2661,5,
KRT81,3887,12,
HAS3,3038,16,
CRTC3,64784,15,
KRI1,65095,19,
OR14A16,284532,1,
RARS2,57038,6,
MAEA,10296,4,
PBRM1,55193,3,
SLC26A6,65010,3,
PABPC1L2B,645974,X,
ATP6V1F,9296,7,
ZNF761,388561,19,
SCO1,6341,17,
MORF4L2,9643,X,
LRP1,4035,12,
KIAA0319L,79932,1,
PTEN,5728,10,
EFNB2,1948,13,
IGSF9,57549,1,
PDXDC2P,283970,16,
TAS2R9,50835,12,
PDE3B,5140,11,
TRMT10C,54931,3,
EZH1,2145,17,
LCE1A,353131,1,
TUBAL3,79861,10,
CCDC144CP,348254,,
BIN3-IT1,80094,,
KLC3,147700,19,
C1orf100,200159,1,
QRSL1,55278,6,
C1orf159,54991,1,
SRSF1,6426,17,
ANKRD13D,338692,11,
RFPL4A,342931,19,
FAM110B,90362,8,
PRR23A,729627,3,
SLC14A2,8170,18,
DEFB126,81623,20,
ACSM2A,123876,16,
TCP11,6954,6,
DYDC1,143241,10,
ITGB2,3689,21,
PAQR9,344838,3,
CD5L,922,1,
RP9P,441212,7,
SPRYD4,283377,12,
CHST2,9435,3,
WDR48,57599,3,
IRGC,56269,19,
SH3GL3,6457,15,
ERMN,57471,2,
KRT28,162605,17,
BCL2L2-PABPN1,100529063,14,
HCK,3055,20,
GUSBP5,441046,4,
RING1,6015,6,
CXCL9,4283,4,
MYPN,84665,10,
ACAT1,38,11,
DCTN1-AS1,100189589,2,
HHLA1,10086,8,
OR5D16,390144,11,
SCLT1,132320,4,
TAC4,255061,17,
FOXD4L5,653427,9,
HTR3C,170572,3,
ATF7,11016,12,
SREK1IP1,285672,5,
ELF5,2001,11,
CYP4A22,284541,1,
MYL5,4636,4,
PPCS,79717,1,
MIF,4282,22,
ANKRD18DP,348840,3,
TPGS1,91978,19,
ISLR2,57611,15,
ZNF555,148254,19,
ANKRD53,79998,2,
SMCO3,440087,12,
CCDC17,149483,1,
FGF11,2256,17,
CPSF7,79869,11,
FAM83D,81610,20,
EFR3B,22979,2,
CEP120,153241,5,
TRAF3IP2-AS1,643749,,
SEC24D,9871,4,
CREB3L1,90993,11,
ZNF784,147808,19,
TRIM15,89870,6,
BTG1,694,12,
ANKRD33,341405,12,
ZXDA,7789,X,
ZNF845,91664,19,
DIO3,1735,14,
ZNF735,730291,7,
ZNF562,54811,19,
OR5H6,79295,3,
TOPAZ1,375337,3,
TXLNG2P,246126,Y,
CELF1,10658,11,
OR10AD1,121275,12,
CD19,930,16,
EDC3,80153,15,
TMEM252,169693,9,
ANXA6,309,5,
RPL28,6158,19,
NIPA1,123606,15,
MIDN,90007,19,
OPLAH,26873,8,
DDX23,9416,12,
MGAT1,4245,5,
LINC00921,283876,16,
PPME1,51400,11,
ATP6V0D2,245972,8,
LINC00854,100874261,,
TANC2,26115,17,
CCDC38,120935,12,
YLPM1,56252,14,
BAK1,578,6,
C8orf22,492307,8,
CCDC137,339230,17,
NNT,23530,5,
CEP89,84902,19,
AMICA1,120425,11,
C1QB,713,1,
GLRB,2743,4,
GTPBP2,54676,6,
EPHA2,1969,1,
SGPP2,130367,2,
TTLL9,164395,20,
MPHOSPH10,10199,2,
MPO,4353,17,
PLA2G2D,26279,1,
PRDM14,63978,8,
LINC00659,100652730,20,
REV3L,5980,6,
SHANK1,50944,19,
C15orf56,644809,,
PHKA1,5255,X,
BIN2,51411,12,
SOX18,54345,20,
UGGT1,56886,2,
AGTPBP1,23287,9,
MIEN1,84299,17,
TBC1D10C,374403,11,
CCL18,6362,17,
CATSPER1,117144,11,
CTR9,9646,11,
CDAN1,146059,15,
SLCO2B1,11309,11,
SULT1A1,6817,16,
MRPL55,128308,1,
PPP1R1B,84152,17,
TBX15,6913,1,
C11orf80,79703,11,
OR7E24,26648,19,
RANBP6,26953,9,
IKZF2,22807,2,
ATG7,10533,3,
ATP6V0E1,8992,5,
SIX4,51804,14,
CCZ1B,221960,7,
GABRP,2568,5,
AURKAIP1,54998,1,
MCM7,4176,7,
HIST1H2BL,8340,6,
CS,1431,12,
EFCAB12,90288,3,
GOLGA8H,728498,15,
SNRNP70,6625,19,
POC1A,25886,3,
OR10J5,127385,1,
CES1P2,390732,,
MAPK12,6300,22,
TANGO6,79613,16,
GPR45,11250,2,
CHMP1B,57132,18,
PCLO,27445,7,
CCDC28B,79140,1,
ZFP14,57677,19,
SAMSN1,64092,21,
C2orf44,80304,2,
RPTOR,57521,17,
WNK4,65266,17,
RFC3,5983,13,
KIAA0226L,80183,13,
FAM200B,285550,4,
ADIPOR1,51094,1,
OR6C75,390323,12,
TOR1A,1861,9,
TTF2,8458,1,
SPATA31D1,389763,9,
SDE2,163859,1,
PPP2R2B,5521,5,
ARID3B,10620,15,
INPPL1,3636,11,
WNK2,65268,9,
SLC25A14,9016,X,
TMEM198B,440104,12,
SPZ1,84654,5,
NRP2,8828,2,
NXT1,29107,20,
USH1G,124590,17,
KBTBD12,166348,3,
EPHA1,2041,7,
TAF5L,27097,1,
LIPG,9388,18,
RRAGB,10325,X,
MUTYH,4595,1,
ITGBL1,9358,13,
CIDECP,152302,,
C19orf26,255057,19,
DBT,1629,1,
EXOC3L4,91828,14,
THEM4,117145,1,
SLC6A15,55117,12,
FREM2,341640,13,
PRG3,10394,11,
MMP9,4318,20,
ZBTB11,27107,3,
ZNF573,126231,19,
RANBP2,5903,2,
FOXD2,2306,1,
PCDHGA2,56113,5,
RNASE11,122651,14,
TLR8,51311,X,
SLC5A4,6527,22,
CLASP2,23122,3,
ZDHHC17,23390,12,
CLRN1,7401,3,
DRAM1,55332,12,
SLC10A7,84068,4,
XCR1,2829,3,
NREP,9315,5,
MEG3,55384,14,
KCNQ4,9132,1,
RFX2,5990,19,
C2orf27A,29798,,
C6orf120,387263,6,
SLC18A2,6571,10,
RPE65,6121,1,
CD1D,912,1,
ST7,7982,7,
SIRPG,55423,20,
MAP4K2,5871,11,
C1orf210,149466,1,
SMC1A,8243,X,
XRRA1,143570,11,
CSRNP1,64651,3,
ADAMTSL5,339366,19,
CCT4,10575,2,
MRGPRE,116534,11,
PISD,23761,22,
DSCR3,10311,21,
HEXIM2,124790,17,
FGF4,2249,11,
PALLD,23022,4,
DLL4,54567,15,
TFB2M,64216,1,
ALS2CR12,130540,2,
CAMKK2,10645,12,
TMF1,7110,3,
GTSE1,51512,22,
MAGEA1,4100,X,
ZNF225,7768,19,
VIM,7431,10,
RNF186,54546,1,
RGS18,64407,1,
SMARCC1,6599,3,
PEX26,55670,22,
ALDH3A1,218,17,
NT5C2,22978,10,
C19orf59,199675,19,
KCNH4,23415,17,
HCG18,414777,,
SLC41A2,84102,12,
TMEM200A,114801,6,
PTPRN,5798,2,
ERO1LB,56605,1,
KLHDC7A,127707,1,
FBXL8,55336,16,
RNASE10,338879,14,
CD8A,925,2,
VSX1,30813,20,
CDHR2,54825,5,
C11orf16,56673,11,
CCDC82,79780,11,
ZSCAN22,342945,19,
METTL21A,151194,2,
TMX4,56255,20,
LINC00929,503519,15,
FOXRED1,55572,11,
ATP11B,23200,3,
HJURP,55355,2,
LEFTY2,7044,1,
RBM4,5936,11,
NAT8L,339983,4,
XRN1,54464,3,
SLC17A5,26503,6,
MBD3L1,85509,19,
TUBB8,347688,10,
FASTKD2,22868,2,
DLEU2,8847,,
SCAMP1,9522,5,
CASP8AP2,9994,6,
CSNK1G1,53944,15,
C1orf110,339512,1,
TRIM36,55521,5,
LINC00852,84657,3,
ACPP,55,3,
MSL3P1,151507,2,
LY6K,54742,8,
SLC35A1,10559,6,
BPIFA4P,317716,20,
CD300LB,124599,17,
WAC,51322,10,
ZRANB3,84083,2,
PEX11A,8800,15,
IL17RC,84818,3,
38961,23157,X,
C7orf71,285941,,
EXOSC3,51010,9,
COX6A2,1339,16,
DCAF10,79269,9,
CDRT15,146822,17,
RFC2,5982,7,
GP6,51206,19,
PCNXL3,399909,11,
DET1,55070,15,
AGO4,192670,1,
FAM83A,84985,8,
METTL10,399818,10,
SPRYD3,84926,12,
WSB2,55884,12,
RTCA,8634,1,
HECW2,57520,2,
C6orf47,57827,6,
FGD5,152273,3,
SERPINB10,5273,18,
PAX4,5078,7,
PDCD1,5133,2,
ALPL,249,1,
CDH17,1015,8,
XRCC5,7520,2,
OR4B1,119765,11,
KRTAP9-3,83900,17,
SUPT20HL1,100130302,,
ZNF501,115560,3,
KRTAP4-2,85291,17,
MUC5B,727897,11,
CD5,921,11,
ARID2,196528,12,
BAHD1,22893,15,
PRKAR1B,5575,7,
KCNK1,3775,1,
GLMN,11146,1,
NLRP6,171389,11,
CCDC85B,11007,11,
CCDC3,83643,10,
CHRNB2,1141,1,
ASZ1,136991,7,
MPZL3,196264,11,
NTN5,126147,19,
ADD1,118,4,
FAM196A,642938,10,
METTL11B,149281,1,
BRE,9577,2,
GSTO2,119391,10,
GSPT1,2935,16,
PVRL1,5818,11,
CLEC6A,93978,12,
MAN1C1,57134,1,
ZNF154,7710,19,
SORCS3,22986,10,
HLCS,3141,21,
TRIM26,7726,6,
RSPRY1,89970,16,
TMEM220,388335,17,
PAPOLG,64895,2,
THUMPD3,25917,3,
KCNE1L,23630,X,
PPP1R2P3,153743,5,
KIAA1009,22832,6,
ZNF350,59348,19,
EEF1DP3,196549,,
PPP1R27,116729,17,
CD1A,909,1,
UNK,85451,17,
L3MBTL1,26013,20,
SPATA31D3,389762,9,
PARVG,64098,22,
LPIN2,9663,18,
SPINK6,404203,5,
FSCB,84075,14,
CLIC2,1193,X,
NDST4,64579,4,
BCL2L15,440603,1,
SPDL1,54908,5,
ADAMTS12,81792,5,
GSC,145258,14,
PPARGC1B,133522,5,
NID2,22795,14,
GOLGB1,2804,3,
TOX3,27324,16,
TBX1,6899,22,
APOBEC3H,164668,22,
ALDH3A2,224,17,
TMEM45B,120224,11,
LZTS1,11178,8,
ZFP82,284406,19,
SMR3A,26952,4,
SUOX,6821,12,
C9orf135-AS1,494558,,
ZNF284,342909,19,
WIPF2,147179,17,
TREML3P,340206,,
LINC00935,255411,12,
NEK9,91754,14,
PABPC1L2A,340529,X,
ZNF79,7633,9,
TADA2B,93624,4,
BSN-AS2,100132677,3,
PLEKHF2,79666,8,
STK11IP,114790,2,
CENPB,1059,20,
DENND6A,201627,3,
CTLA4,1493,2,
LHX1,3975,17,
PCDHB9,56127,5,
L3MBTL4,91133,18,
IL23A,51561,12,
KLKB1,3818,4,
BMP6,654,6,
HPS6,79803,10,
B3GALNT1,8706,3,
SMCO2,341346,12,
THUMPD2,80745,2,
GLIS3,169792,9,
EIF1AX,1964,X,
TAOK2,9344,16,
KRT222,125113,17,
GPR75-ASB3,100302652,2,
EBF2,64641,8,
PCDHGA8,9708,5,
FEM1B,10116,15,
RPL7L1,285855,6,
OR1I1,126370,19,
PPP6R1,22870,19,
ANKFY1,51479,17,
OR12D2,26529,6,
PPIA,5478,7,
TMEM86A,144110,11,
TDRKH,11022,1,
SLC30A8,169026,8,
NPPB,4879,1,
HPS3,84343,3,
APCDD1,147495,18,
TIRAP,114609,11,
FNBP1,23048,9,
ZFYVE20,64145,3,
NIPAL1,152519,4,
OR8G2,26492,,
ZSWIM4,65249,19,
NCOA1,8648,2,
OR8K3,219473,11,
TCTEX1D2,255758,3,
UBXN10,127733,1,
OR10H3,26532,19,
GOLGA8A,23015,15,
NRIP3,56675,11,
ANKRD22,118932,10,
OR6T1,219874,11,
ZNF821,55565,16,
ASAP1-IT2,100507117,8,
EBP,10682,X,
GPR27,2850,3,
CRYAA,1409,21,
ARF3,377,12,
ARF5,381,7,
PAGE3,139793,X,
PSD4,23550,2,
PSD2,84249,5,
RAC3,5881,17,
ANKZF1,55139,2,
DCAF8L2,347442,X,
CMTR2,55783,16,
PTPRN2,5799,7,
CCDC129,223075,7,
RBMY1A3P,286557,,
TUBGCP2,10844,10,
SMU1,55234,9,
NTRK1,4914,1,
ZNRD1,30834,6,
CCDC117,150275,22,
TCF7,6932,5,
FKBP5,2289,6,
RNPEP,6051,1,
ADAMTS20,80070,12,
HIST3H2A,92815,1,
IQCF6,440956,3,
LINC00619,414260,10,
PIN4P1,728758,,
CD2,914,1,
CCDC11,220136,18,
CYP4A11,1579,1,
DPY19L2P4,442523,7,
IL17B,27190,5,
DUSP27,92235,1,
SLC35E4,339665,22,
NR2C1,7181,12,
FGFBP1,9982,4,
CAT,847,11,
GPR162,27239,12,
BTG4,54766,11,
DCPS,28960,11,
OR6S1,341799,14,
ITGB3,3690,17,
NCK2,8440,2,
TMEM154,201799,4,
PLA2G4F,255189,15,
SIRPB1,10326,20,
LTBP4,8425,19,
SFSWAP,6433,12,
SLC4A1,6521,17,
CCDC178,374864,18,
GATA6,2627,18,
OR5R1,219479,11,
TMEM175,84286,4,
RABGAP1,23637,9,
SCGB2A1,4246,11,
SEMA6C,10500,1,
TMEM260,54916,14,
SESN2,83667,1,
PRRC1,133619,5,
DISC1,27185,1,
MYNN,55892,3,
OR4D1,26689,17,
CALR,811,19,
FAM105A,54491,5,
RAD54B,25788,8,
DCDC5,100506627,,
FEV,54738,2,
WDR35,57539,2,
PIP5K1P1,206426,,
CROCCP2,84809,1,
FCRL5,83416,1,
KIAA1984,84960,9,
KRTAP12-2,353323,21,
QSER1,79832,11,
ZCCHC17,51538,1,
OR56A1,120796,11,
PPP1R2P9,80316,X,
ZNF814,730051,19,
SLC38A7,55238,16,
SIGLEC6,946,19,
SEC14L1P1,729799,,
MYOT,9499,5,
SGCZ,137868,,
CTRB2,440387,16,
OAS1,4938,12,
WWC2,80014,4,
RBMY2FP,159162,Y,
TFAP2B,7021,6,
SDCCAG8,10806,1,
PGAP1,80055,2,
TTC30A,92104,2,
C3orf52,79669,3,
HIATL2,84278,9,
NDFIP1,80762,5,
SYTL5,94122,X,
ENDOU,8909,12,
LIN28A,79727,1,
HECTD4,283450,12,
ENTPD3,956,3,
TBL1Y,90665,Y,
HSPB6,126393,19,
PIWIL3,440822,22,
PARS2,25973,1,
FGL1,2267,8,
ACD,65057,16,
MEP1B,4225,18,
ANTXR1,84168,2,
PHC3,80012,3,
PLK1S1,55857,20,
CYP4F30P,100132708,2,
FZD10,11211,12,
NTM,50863,11,
TGIF1,7050,18,
NPY6R,4888,5,
HIST1H2BN,8341,6,
HIST2H2BF,440689,1,
P2RY4,5030,X,
VSTM5,387804,11,
ZNF639,51193,3,
AMELY,266,Y,
GTPBP3,84705,19,
ODAM,54959,4,
RHBDL1,9028,16,
TGM6,343641,20,
TMPRSS6,164656,22,
COLGALT1,79709,19,
RBM38,55544,20,
SLC41A1,254428,1,
SSX5,6758,X,
MPV17L2,84769,19,
PTCHD1,139411,X,
PRKRIP1,79706,7,
RERE,473,1,
AOC4P,90586,17,
MRGPRD,116512,11,
IL1RAPL1,11141,X,
C11orf31,280636,11,
CCDC130,81576,19,
MCM3,4172,6,
TMOD2,29767,15,
CRBN,51185,3,
LINC00277,283673,15,
OASL,8638,12,
FOXB1,27023,15,
DSPP,1834,4,
APOL4,80832,22,
SCAND1,51282,20,
TMEM17,200728,2,
TTLL7,79739,1,
MYH7,4625,14,
ANKMY2,57037,7,
DEF8,54849,16,
EME1,146956,17,
CWF19L2,143884,11,
AGAP2,116986,12,
NUPL2,11097,7,
KLHL31,401265,6,
SETD4,54093,21,
DHX57,90957,2,
BCAS3,54828,17,
GRIP2,80852,3,
PDPK1,5170,16,
CKAP4,10970,12,
ABCB4,5244,7,
SF3B1,23451,2,
FAM35BP,414241,10,
LIMK1,3984,7,
POF1B,79983,X,
SPICE1,152185,3,
BLOC1S1,2647,12,
ZNF432,9668,19,
HOXB1,3211,17,
GPX1,2876,3,
PLEKHG1,57480,6,
ITGB7,3695,12,
AIFM2,84883,10,
HOXC8,3224,12,
RIPPLY2,134701,6,
ZNF22,7570,10,
TNFRSF13B,23495,17,
OR4E2,26686,14,
PRKAG2-AS1,100505483,,
DHDDS,79947,1,
C17orf50,146853,17,
LINC00339,29092,1,
GRIN2C,2905,17,
NMNAT2,23057,1,
NOX5,79400,15,
NFKBID,84807,19,
MRPL35,51318,2,
LINC00597,81698,,
CEACAM3,1084,19,
C1orf141,400757,1,
ITLN2,142683,1,
FAM184A,79632,6,
C7orf66,154907,,
RIOK1,83732,6,
KRTAP13-1,140258,21,
LRRFIP1,9208,2,
DAG1,1605,3,
MEF2BNB-MEF2B,4207,19,
FAM71D,161142,14,
ARHGEF25,115557,12,
OR6B3,150681,2,
ANO9,338440,11,
GPR150,285601,5,
SEL1L3,23231,4,
OR3A3,8392,17,
SPDYE8P,389517,,
TOP1P1,7151,,
KRT19P2,160313,12,
PROM1,8842,4,
SLC4A4,8671,4,
SNX29P2,440352,,
GPR146,115330,7,
TNNC1,7134,3,
TMEM178B,100507421,7,
POLR1A,25885,2,
DDX11,1663,12,
LINC01121,400952,2,
TIGIT,201633,3,
GRHL1,29841,2,
C5orf54,63920,5,
RFXAP,5994,13,
LHFPL3-AS1,645591,7,
KLHL15,80311,X,
MMP11,4320,22,
LST1,7940,6,
GLTSCR1L,23506,6,
C3orf33,285315,3,
HR,55806,8,
BTBD8,284697,1,
SLITRK6,84189,13,
ABCB5,340273,7,
A4GALT,53947,22,
ZNF503-AS1,253264,10,
RAB40AL,282808,X,
ST8SIA5,29906,18,
MYLK4,340156,6,
GSK3A,2931,19,
POGZ,23126,1,
WDR72,256764,15,
TSKU,25987,11,
C3orf67,200844,3,
KBTBD7,84078,13,
PIK3C3,5289,18,
PIK3C2A,5286,11,
FAT4,79633,4,
OR52L1,338751,11,
FBXO43,286151,8,
HSF2,3298,6,
OR5V1,81696,6,
SLITRK1,114798,13,
E4F1,1877,16,
CLDN6,9074,16,
NUDCD3,23386,7,
ANKRD26,22852,10,
FUBP3,8939,9,
HSD17B1,3292,17,
PRDM4,11108,12,
C20orf201,198437,20,
REG4,83998,1,
FAM86JP,100125556,3,
FANCI,55215,15,
NFXL1,152518,4,
DIDO1,11083,20,
FAM208B,54906,10,
REPS2,9185,X,
DAP,1611,5,
C9orf62,157927,,
LCK,3932,1,
FBXL2,25827,3,
FNIP2,57600,4,
INGX,27160,X,
ABRA,137735,8,
LMX1A,4009,1,
B3GALT6,126792,1,
OR10H4,126541,19,
ZBTB39,9880,12,
PAK3,5063,X,
BUB1,699,2,
SULF1,23213,8,
ADAMTS5,11096,21,
PLIN4,729359,19,
LARS2,23395,3,
ZNF14,7561,19,
PIANP,196500,12,
RNF208,727800,9,
WNT8B,7479,10,
SEC14L3,266629,22,
SALL3,27164,18,
BRI3BP,140707,12,
RASGRP2,10235,11,
CD200R1,131450,3,
OR52N2,390077,11,
ATL2,64225,2,
RSF1,51773,11,
SUSD5,26032,3,
RAD9B,144715,12,
KCNQ3,3786,8,
KLF12,11278,13,
HNRNPLL,92906,2,
TMIGD1,388364,17,
PRDM13,59336,6,
KLHL22,84861,22,
CIDEC,63924,3,
MSMB,4477,10,
TBC1D3P5,440419,17,
SCAMP5,192683,15,
OR2S2,56656,9,
POLD3,10714,11,
FAM102A,399665,9,
TCEANC,170082,X,
H1FOO,132243,3,
RBM22,55696,5,
VTA1,51534,6,
ARRDC1,92714,9,
C21orf59,56683,21,
FOXG1,2290,14,
TMEM19,55266,12,
KDM2A,22992,11,
YWHAG,7532,7,
OR56A4,120793,11,
TMEM39B,55116,1,
SPERT,220082,13,
ADAM30,11085,1,
PRPS2,5634,X,
PAEP,5047,9,
TMED8,283578,14,
PPP2R2D,55844,10,
TLX1NB,100038246,10,
IQCC,55721,1,
CCND3,896,6,
POMC,5443,2,
CDC25C,995,5,
OBP2A,29991,9,
ZFYVE26,23503,14,
SLMAP,7871,3,
BTBD19,149478,1,
STK32A,202374,5,
RBP2,5948,3,
KRTAP25-1,100131902,21,
FAM90A27P,646508,19,
ODF3B,440836,22,
NT5C3A,51251,7,
XPO6,23214,16,
ERN2,10595,16,
IKZF1,10320,7,
DNAJB13,374407,11,
LHFPL2,10184,5,
ZNF260,339324,19,
ZNF155,7711,19,
SERINC2,347735,1,
ZNF689,115509,16,
DHX8,1659,17,
PHC1,1911,12,
MB,4151,22,
PCDHB1,29930,5,
GPATCH3,63906,1,
VSNL1,7447,2,
RABL6,55684,9,
SESN3,143686,11,
XRCC6,2547,22,
SMIM22,440335,16,
LINC00518,221718,,
DMPK,1760,19,
NUDT8,254552,11,
GOSR2,9570,17,
PPP1R21,129285,2,
SYK,6850,9,
MAGEB4,4115,X,
TMEM209,84928,7,
PRAME,23532,22,
HES2,54626,1,
FAM196B,100131897,5,
GABRE,2564,X,
YWHAE,7531,17,
RMND5A,64795,2,
PLA2G4E,123745,15,
DBH,1621,9,
AHCTF1,25909,1,
LINC00305,221241,18,
POC5,134359,5,
MBNL3,55796,X,
ZNF146,7705,19,
SLMO1,10650,18,
RCOR1,23186,14,
RAD51B,5890,14,
MSH2,4436,2,
C4orf46,201725,4,
CCDC41-AS1,144486,12,
OR5D13,390142,11,
PHIP,55023,6,
PID1,55022,2,
SLC39A14,23516,8,
OR4S1,256148,11,
SKIL,6498,3,
RNF166,115992,16,
PDLIM5,10611,4,
NAGLU,4669,17,
PI3,5266,20,
WIBG,84305,12,
PELO,53918,5,
OR2A2,442361,7,
SNRPA,6626,19,
SNHG9,735301,,
OR14I1,401994,1,
C1orf105,92346,1,
SOX14,8403,3,
PCDHAC1,56135,5,
MIOS,54468,7,
FOXJ1,2302,17,
SLC25A20,788,3,
RFPL3,10738,22,
SLC9C2,284525,1,
PDIA3,2923,15,
FOXN1,8456,17,
GATC,283459,12,
CREB3L3,84699,19,
SMIM19,114926,8,
CDRT1,374286,17,
C15orf57,90416,15,
SFRP4,6424,7,
USP1,7398,1,
LINC00689,154822,7,
WAPAL,23063,10,
KIAA1033,23325,12,
HNRNPKP3,399881,11,
VPS37A,137492,8,
CASK,8573,X,
PITX3,5309,10,
ANKRD28,23243,3,
LRRC2-AS1,83598,3,
MAP6,4135,11,
MAMLD1,10046,X,
CA5A,763,16,
ZBTB34,403341,9,
GLT1D1,144423,12,
ATF7IP,55729,12,
IMPA2,3613,18,
RPS11,6205,19,
CDR1,1038,X,
OR10R2,343406,1,
TRIM61,391712,4,
YPEL2,388403,17,
ZNF681,148213,19,
FABP3,2170,1,
CX3CR1,1524,3,
DCAF8L1,139425,X,
PDXK,8566,21,
EPHA6,285220,3,
CCR1,1230,3,
YAP1,10413,11,
SNHG7,84973,9,
DOT1L,84444,19,
DUOXA1,90527,15,
CCL17,6361,16,
HOXB6,3216,17,
ZNF490,57474,19,
NUTF2,10204,16,
CDK13,8621,7,
TRG-AS1,100506776,7,
NOP2,4839,12,
RBPJL,11317,20,
CLCA2,9635,1,
GUCY2GP,390003,,
FAM181A,90050,14,
FAM9B,171483,X,
TMEM143,55260,19,
APOBEC3B,9582,22,
TFAMP1,260341,,
PDS5A,23244,4,
NPBWR2,2832,20,
APOBEC4,403314,1,
SNAPC4,6621,9,
CCBL1,883,9,
SPAG5,10615,17,
PPM1N,147699,19,
MRPS7,51081,17,
BPIFB3,359710,20,
ESPNP,284729,1,
KANK3,256949,19,
KIAA0195,9772,17,
FASTKD3,79072,5,
MDFI,4188,6,
NIF3L1,60491,2,
MTAP,4507,9,
PTX3,5806,3,
PSMD8,5714,19,
C7orf25,79020,7,
DONSON,29980,21,
KPNA3,3839,13,
COG7,91949,16,
ELMOD3,84173,2,
FAM225B,100128385,9,
KLRD1,3824,12,
C9orf169,375791,9,
PDX1,3651,13,
PTCHD4,442213,6,
RCOR2,283248,11,
PEX10,5192,1,
LAMC2,3918,1,
TPD52L3,89882,9,
ADRBK1,156,11,
C1orf170,84808,1,
ANO6,196527,12,
C6orf195,154386,6,
POU4F2,5458,4,
ARID4B,51742,1,
LINC00997,401321,,
MAP3K14-AS1,100133991,17,
SLC30A4,7782,15,
OR2J2,26707,6,
LINC00520,645687,,
LRRC4,64101,7,
GTF2H1,2965,11,
NECAB3,63941,20,
GUCA1A,2978,6,
NUAK1,9891,12,
APRT,353,16,
RNF44,22838,5,
EIF2S3,1968,X,
KIAA1549,57670,7,
NUP205,23165,7,
TFDP3,51270,X,
ZNF41,7592,X,
MRC1,4360,10,
ADRA2A,150,10,
ARAP2,116984,4,
SVILP1,645954,,
FAM173A,65990,16,
DDX49,54555,19,
HERC2P9,440248,15,
AGBL3,340351,7,
RPRD1A,55197,18,
CLTA,1211,9,
FBXW9,84261,19,
PHLDB2,90102,3,
CCDC84,338657,11,
PUS10,150962,2,
PEX13,5194,2,
USP26,83844,X,
KMT2D,8085,12,
HPCA,3208,1,
DYRK4,8798,12,
RAD21L1,642636,20,
DENND1B,163486,1,
SLC16A8,23539,22,
ZBTB4,57659,17,
KLHL28,54813,14,
DGCR5,26220,22,
LINC00574,80069,6,
MAN2C1,4123,15,
A1BG-AS1,503538,19,
IL17A,3605,6,
MBLAC1,255374,7,
MYH4,4622,17,
PRR7,80758,5,
CCDC163P,126661,,
REEP1,65055,2,
CCDC179,100500938,11,
ZNF292,23036,6,
MYCBPAP,84073,17,
PHRF1,57661,11,
THOC5,8563,22,
GMEB2,26205,20,
LPAR3,23566,1,
EPDR1,54749,7,
XIST,7503,X,
CHMP4B,128866,20,
DVL2,1856,17,
NOXRED1,122945,14,
SERPINB4,6318,18,
ADM2,79924,22,
SALL4,57167,20,
PTHLH,5744,12,
SDK2,54549,17,
MMP10,4319,11,
NUP210L,91181,1,
CD180,4064,5,
PEG3,5178,19,
COPZ1,22818,12,
KRT35,3886,17,
STBD1,8987,4,
SIRT6,51548,19,
PLXNC1,10154,12,
RSPH10B2,728194,7,
ZBTB46,140685,20,
PGAP2,27315,11,
RNF169,254225,11,
COL12A1,1303,6,
ARHGAP27,201176,17,
IFNK,56832,9,
BRAF,673,7,
OVOL1,5017,11,
OR10A4,283297,11,
SLAIN2,57606,4,
TBC1D16,125058,17,
BMP8A,353500,1,
ARMC1,55156,8,
C10orf88,80007,10,
TRPC3,7222,4,
MGA,23269,15,
MTFR2,113115,6,
FBN3,84467,19,
PVR,5817,19,
RAB18,22931,10,
HCAR1,27198,12,
LENG1,79165,19,
BPIFB2,80341,20,
ALDH1A1,216,9,
KCNJ5,3762,11,
THOP1,7064,19,
WNT10B,7480,12,
TAS2R31,259290,12,
LHFPL3,375612,7,
RNF6,6049,13,
DSE,29940,6,
BCCIP,56647,10,
MYO3B,140469,2,
QTRT1,81890,19,
AGPAT1,10554,6,
FAM194A,131831,3,
CDC20,991,1,
HRCT1,646962,9,
